Time,O,H,L,C,V
06/11/2019 20:00:00,1.10674,1.10734,1.10668,1.10693,1876
06/11/2019 21:00:00,1.10694,1.10698,1.10663,1.10666,1090
06/11/2019 22:00:00,1.10677,1.10718,1.10669,1.10674,1037
06/11/2019 23:00:00,1.10677,1.10706,1.10675,1.10701,882
07/11/2019 00:00:00,1.10702,1.10708,1.10659,1.1068,1432
07/11/2019 01:00:00,1.10681,1.10701,1.10636,1.10646,1731
07/11/2019 02:00:00,1.10646,1.10658,1.10569,1.10614,1713
07/11/2019 03:00:00,1.10615,1.10615,1.1055,1.10588,1713
07/11/2019 04:00:00,1.10584,1.10609,1.10579,1.10589,598
07/11/2019 05:00:00,1.10588,1.10614,1.10588,1.10608,1089
07/11/2019 06:00:00,1.10611,1.10628,1.10582,1.10596,1230
07/11/2019 07:00:00,1.106,1.10808,1.10586,1.10759,7126
07/11/2019 08:00:00,1.10761,1.10839,1.10704,1.10834,6080
07/11/2019 09:00:00,1.10833,1.10836,1.10748,1.10779,4800
07/11/2019 10:00:00,1.10779,1.10917,1.10772,1.10888,5530
07/11/2019 11:00:00,1.10885,1.10912,1.10793,1.10794,5092
07/11/2019 12:00:00,1.10793,1.10834,1.10684,1.10767,6261
07/11/2019 13:00:00,1.10766,1.10825,1.10654,1.10672,4660
07/11/2019 14:00:00,1.10676,1.10695,1.10616,1.10636,5275
07/11/2019 15:00:00,1.10635,1.10639,1.10364,1.10468,6839
07/11/2019 16:00:00,1.10466,1.10498,1.10406,1.10447,5679
07/11/2019 17:00:00,1.10449,1.10486,1.1036,1.10408,4959
07/11/2019 18:00:00,1.1041,1.10493,1.10386,1.10458,3162
07/11/2019 19:00:00,1.1046,1.10538,1.10452,1.10472,3838
07/11/2019 20:00:00,1.10472,1.10514,1.10437,1.1046,3210
07/11/2019 21:00:00,1.10461,1.1052,1.10461,1.10502,1091
07/11/2019 22:00:00,1.10491,1.10503,1.1049,1.10491,477
07/11/2019 23:00:00,1.10492,1.10529,1.10472,1.10525,1528
08/11/2019 00:00:00,1.10524,1.10527,1.10475,1.10475,2233
08/11/2019 01:00:00,1.10474,1.10534,1.10459,1.10518,1791
08/11/2019 02:00:00,1.10517,1.10544,1.10503,1.10537,1406
08/11/2019 03:00:00,1.10536,1.10536,1.10516,1.10524,932
08/11/2019 04:00:00,1.10523,1.10524,1.10469,1.10476,828
08/11/2019 05:00:00,1.10475,1.10526,1.10472,1.10524,1044
08/11/2019 06:00:00,1.10523,1.10536,1.10486,1.10519,1531
08/11/2019 07:00:00,1.10521,1.10535,1.10451,1.1048,4205
08/11/2019 08:00:00,1.10484,1.10556,1.10441,1.10502,4238
08/11/2019 09:00:00,1.10503,1.10517,1.10382,1.10385,4047
08/11/2019 10:00:00,1.10386,1.1048,1.10342,1.1035,4319
08/11/2019 11:00:00,1.10349,1.1035,1.1026,1.1029,4058
08/11/2019 12:00:00,1.10294,1.1034,1.10281,1.10318,4316
08/11/2019 13:00:00,1.1032,1.10376,1.10304,1.10306,4317
08/11/2019 14:00:00,1.10308,1.1033,1.10242,1.10278,4683
08/11/2019 15:00:00,1.10278,1.10291,1.10197,1.10218,6365
08/11/2019 16:00:00,1.1022,1.10229,1.10172,1.10189,3654
08/11/2019 17:00:00,1.1019,1.10214,1.10168,1.10201,2106
08/11/2019 18:00:00,1.102,1.10236,1.10185,1.10205,1051
08/11/2019 19:00:00,1.10206,1.10246,1.10205,1.10234,1192
08/11/2019 20:00:00,1.10238,1.10238,1.10203,1.10215,1194
08/11/2019 21:00:00,1.10214,1.10229,1.1019,1.10198,1104
10/11/2019 22:00:00,1.10222,1.10223,1.10165,1.10199,856
10/11/2019 23:00:00,1.10199,1.10228,1.10198,1.1022,73
11/11/2019 00:00:00,1.10219,1.10238,1.10164,1.10178,1194
11/11/2019 01:00:00,1.10179,1.10216,1.10178,1.10183,1164
11/11/2019 02:00:00,1.10184,1.10234,1.10172,1.10231,977
11/11/2019 03:00:00,1.1023,1.10239,1.10214,1.10228,674
11/11/2019 04:00:00,1.1023,1.10244,1.10216,1.10237,636
11/11/2019 05:00:00,1.10238,1.10256,1.10234,1.10254,692
11/11/2019 06:00:00,1.10253,1.10258,1.10216,1.10253,1295
11/11/2019 07:00:00,1.10254,1.10298,1.10245,1.10298,2829
11/11/2019 08:00:00,1.10299,1.10306,1.10209,1.1029,3184
11/11/2019 09:00:00,1.10291,1.10334,1.10256,1.10296,3368
11/11/2019 10:00:00,1.10294,1.10356,1.10284,1.10338,2539
11/11/2019 11:00:00,1.10336,1.10346,1.10256,1.10264,2668
11/11/2019 12:00:00,1.10265,1.10401,1.10258,1.10384,3792
11/11/2019 13:00:00,1.10386,1.1043,1.10368,1.10384,2428
11/11/2019 14:00:00,1.10383,1.10394,1.1032,1.10361,3077
11/11/2019 15:00:00,1.10362,1.10365,1.10309,1.10348,3535
11/11/2019 16:00:00,1.10346,1.10413,1.10334,1.10368,2826
11/11/2019 17:00:00,1.10367,1.10389,1.10338,1.10389,1275
11/11/2019 18:00:00,1.1039,1.10392,1.10364,1.1037,1092
11/11/2019 19:00:00,1.10366,1.10394,1.10335,1.10336,1380
11/11/2019 20:00:00,1.10338,1.10352,1.10321,1.10326,1095
11/11/2019 21:00:00,1.10325,1.10338,1.10312,1.1033,593
11/11/2019 22:00:00,1.10327,1.10329,1.10309,1.10314,580
11/11/2019 23:00:00,1.10314,1.10355,1.10314,1.10348,942
12/11/2019 00:00:00,1.10343,1.10379,1.10328,1.10344,957
12/11/2019 01:00:00,1.10346,1.10354,1.10282,1.10282,1203
12/11/2019 02:00:00,1.10283,1.103,1.10264,1.10284,1201
12/11/2019 03:00:00,1.10283,1.10338,1.10278,1.1032,1076
12/11/2019 04:00:00,1.10323,1.10348,1.10321,1.10342,841
12/11/2019 05:00:00,1.10342,1.10361,1.10324,1.10349,1344
12/11/2019 06:00:00,1.10348,1.10386,1.10334,1.1034,1611
12/11/2019 07:00:00,1.10342,1.10355,1.1027,1.10279,3163
12/11/2019 08:00:00,1.10282,1.10294,1.10189,1.10244,4348
12/11/2019 09:00:00,1.10245,1.10358,1.10238,1.10327,3861
12/11/2019 10:00:00,1.10326,1.10365,1.10206,1.10236,3385
12/11/2019 11:00:00,1.10237,1.10238,1.10128,1.10176,3044
12/11/2019 12:00:00,1.10178,1.10202,1.10111,1.10198,2927
12/11/2019 13:00:00,1.10196,1.10222,1.10127,1.10202,3364
12/11/2019 14:00:00,1.10204,1.10228,1.10139,1.10142,4268
12/11/2019 15:00:00,1.10147,1.1018,1.10025,1.10122,4567
12/11/2019 16:00:00,1.10121,1.10193,1.10091,1.10161,3861
12/11/2019 17:00:00,1.10162,1.10198,1.10064,1.10107,4211
12/11/2019 18:00:00,1.10107,1.10148,1.1006,1.10066,2904
12/11/2019 19:00:00,1.10065,1.10126,1.10052,1.10116,2230
12/11/2019 20:00:00,1.10114,1.10116,1.10076,1.10106,1634
12/11/2019 21:00:00,1.10107,1.10107,1.10071,1.1009,897
12/11/2019 22:00:00,1.10089,1.1013,1.1006,1.10108,1479
12/11/2019 23:00:00,1.10109,1.10135,1.10107,1.1012,780
13/11/2019 00:00:00,1.10121,1.10131,1.10086,1.10091,1633
13/11/2019 01:00:00,1.1009,1.10142,1.10087,1.10105,2891
13/11/2019 02:00:00,1.10104,1.10156,1.10082,1.10153,1821
13/11/2019 03:00:00,1.10152,1.10154,1.10118,1.10124,1177
13/11/2019 04:00:00,1.10128,1.1015,1.10128,1.10146,855
13/11/2019 05:00:00,1.10144,1.1016,1.10129,1.1015,1039
13/11/2019 06:00:00,1.10154,1.10168,1.10118,1.10135,1392
13/11/2019 07:00:00,1.10134,1.10135,1.10066,1.10067,2616
13/11/2019 08:00:00,1.10066,1.10093,1.09991,1.10088,3854
13/11/2019 09:00:00,1.10091,1.10186,1.10086,1.10152,4857
13/11/2019 10:00:00,1.10151,1.10204,1.10114,1.10131,4019
13/11/2019 11:00:00,1.1013,1.10139,1.10066,1.1009,3271
13/11/2019 12:00:00,1.10092,1.10117,1.09998,1.10076,3365
13/11/2019 13:00:00,1.10077,1.10098,1.10021,1.10076,4161
13/11/2019 14:00:00,1.10075,1.10156,1.10011,1.10124,4918
13/11/2019 15:00:00,1.10123,1.10154,1.10031,1.10102,4354
13/11/2019 16:00:00,1.10104,1.10114,1.10001,1.10032,3409
13/11/2019 17:00:00,1.10033,1.10036,1.09954,1.0999,2533
13/11/2019 18:00:00,1.09991,1.10061,1.09982,1.10042,2123
13/11/2019 19:00:00,1.10044,1.10092,1.10009,1.10016,2960
13/11/2019 20:00:00,1.10018,1.10085,1.09998,1.10081,1547
13/11/2019 21:00:00,1.10078,1.10085,1.10022,1.1007,1065
13/11/2019 22:00:00,1.10063,1.10088,1.10041,1.10076,851
13/11/2019 23:00:00,1.10077,1.101,1.10072,1.10097,979
14/11/2019 00:00:00,1.10098,1.1011,1.10056,1.10065,1853
14/11/2019 01:00:00,1.10065,1.10094,1.10037,1.10041,2155
14/11/2019 02:00:00,1.10042,1.10042,1.09996,1.10022,1831
14/11/2019 03:00:00,1.10022,1.10056,1.10011,1.10036,1403
14/11/2019 04:00:00,1.10035,1.10049,1.10002,1.10008,1479
14/11/2019 05:00:00,1.10007,1.10008,1.09951,1.09986,1575
14/11/2019 06:00:00,1.09985,1.0999,1.0994,1.09948,1403
14/11/2019 07:00:00,1.09949,1.10108,1.09946,1.10108,4809
14/11/2019 08:00:00,1.10107,1.10157,1.10072,1.10084,3973
14/11/2019 09:00:00,1.10085,1.10092,1.09975,1.1001,4259
14/11/2019 10:00:00,1.10009,1.10044,1.09962,1.09978,3193
14/11/2019 11:00:00,1.09977,1.10002,1.0989,1.09904,3274
14/11/2019 12:00:00,1.09906,1.09988,1.09898,1.09962,2698
14/11/2019 13:00:00,1.09961,1.09998,1.09935,1.09985,3102
14/11/2019 14:00:00,1.09986,1.10055,1.0998,1.10012,3396
14/11/2019 15:00:00,1.10011,1.10021,1.09926,1.10011,4312
14/11/2019 16:00:00,1.10013,1.10182,1.1,1.10153,5100
14/11/2019 17:00:00,1.10152,1.10207,1.10134,1.10178,2172
14/11/2019 18:00:00,1.10177,1.10274,1.10156,1.10266,2190
14/11/2019 19:00:00,1.10265,1.10272,1.10215,1.10216,2072
14/11/2019 20:00:00,1.10214,1.10228,1.10178,1.10208,1619
14/11/2019 21:00:00,1.10207,1.1021,1.10178,1.10208,758
14/11/2019 22:00:00,1.10213,1.10235,1.10202,1.10216,692
14/11/2019 23:00:00,1.10215,1.10227,1.10186,1.10199,1166
15/11/2019 00:00:00,1.102,1.10257,1.10197,1.10252,2025
15/11/2019 01:00:00,1.1025,1.1027,1.1023,1.10252,1536
15/11/2019 02:00:00,1.10251,1.10298,1.10236,1.10296,1269
15/11/2019 03:00:00,1.10294,1.10296,1.10248,1.10261,903
15/11/2019 04:00:00,1.1026,1.10264,1.10246,1.10261,740
15/11/2019 05:00:00,1.1026,1.1026,1.10216,1.10219,751
15/11/2019 06:00:00,1.10218,1.10241,1.10205,1.10226,1648
15/11/2019 07:00:00,1.10227,1.1024,1.1016,1.10177,2346
15/11/2019 08:00:00,1.10178,1.10254,1.10152,1.10226,3256
15/11/2019 09:00:00,1.10227,1.10234,1.10146,1.1019,3423
15/11/2019 10:00:00,1.10188,1.10291,1.10188,1.10264,2864
15/11/2019 11:00:00,1.10265,1.10342,1.10256,1.1032,2549
15/11/2019 12:00:00,1.10319,1.10356,1.10274,1.10338,2601
15/11/2019 13:00:00,1.10341,1.10432,1.10318,1.1042,3289
15/11/2019 14:00:00,1.10421,1.10484,1.10376,1.10474,4754
15/11/2019 15:00:00,1.10472,1.10548,1.10465,1.10508,4256
15/11/2019 16:00:00,1.10507,1.10534,1.10433,1.10458,3112
15/11/2019 17:00:00,1.10459,1.10547,1.1044,1.10538,2055
15/11/2019 18:00:00,1.10539,1.10568,1.10508,1.10552,1297
15/11/2019 19:00:00,1.10553,1.10561,1.10526,1.10531,1184
15/11/2019 20:00:00,1.1053,1.1055,1.10523,1.10547,1145
15/11/2019 21:00:00,1.10546,1.10549,1.10513,1.10533,943
17/11/2019 22:00:00,1.1051,1.10528,1.10485,1.10517,505
17/11/2019 23:00:00,1.10516,1.10548,1.10513,1.10542,1445
18/11/2019 00:00:00,1.1054,1.10571,1.10535,1.10558,891
18/11/2019 01:00:00,1.10557,1.10589,1.10556,1.10578,952
18/11/2019 02:00:00,1.10577,1.10625,1.10577,1.10617,1257
18/11/2019 03:00:00,1.10616,1.10642,1.10598,1.1064,1098
18/11/2019 04:00:00,1.10642,1.10647,1.10606,1.1061,897
18/11/2019 05:00:00,1.10612,1.10629,1.10596,1.10614,1046
18/11/2019 06:00:00,1.10616,1.10643,1.10585,1.10616,1141
18/11/2019 07:00:00,1.10615,1.1068,1.10563,1.10566,4244
18/11/2019 08:00:00,1.10565,1.10662,1.10548,1.106,4204
18/11/2019 09:00:00,1.10599,1.10678,1.10578,1.1062,3204
18/11/2019 10:00:00,1.10618,1.10671,1.10572,1.10582,2806
18/11/2019 11:00:00,1.1058,1.10649,1.1057,1.1061,2154
18/11/2019 12:00:00,1.10611,1.10619,1.10572,1.10576,2208
18/11/2019 13:00:00,1.10578,1.1064,1.10542,1.10566,4315
18/11/2019 14:00:00,1.10565,1.10699,1.10555,1.10672,4250
18/11/2019 15:00:00,1.10673,1.10818,1.10646,1.1081,4181
18/11/2019 16:00:00,1.10809,1.109,1.1079,1.10794,3513
18/11/2019 17:00:00,1.10792,1.10822,1.10781,1.10817,1785
18/11/2019 18:00:00,1.10818,1.10832,1.10777,1.10791,1527
18/11/2019 19:00:00,1.10792,1.10796,1.10742,1.10754,1126
18/11/2019 20:00:00,1.10753,1.1077,1.10741,1.10748,1232
18/11/2019 21:00:00,1.10746,1.10748,1.10714,1.10721,795
18/11/2019 22:00:00,1.10714,1.10735,1.10693,1.10714,919
18/11/2019 23:00:00,1.10715,1.10733,1.10712,1.10724,421
19/11/2019 00:00:00,1.10723,1.10743,1.10688,1.1069,1078
19/11/2019 01:00:00,1.10688,1.10708,1.10628,1.10696,1701
19/11/2019 02:00:00,1.10697,1.10733,1.10692,1.10724,1212
19/11/2019 03:00:00,1.1072,1.10754,1.10712,1.10746,828
19/11/2019 04:00:00,1.10745,1.10756,1.10742,1.10752,796
19/11/2019 05:00:00,1.10751,1.10786,1.10735,1.10754,673
19/11/2019 06:00:00,1.10755,1.10814,1.10754,1.10787,1326
19/11/2019 07:00:00,1.10788,1.10816,1.10681,1.10684,2556
19/11/2019 08:00:00,1.10682,1.10728,1.1066,1.10704,3933
19/11/2019 09:00:00,1.10706,1.10708,1.10646,1.10684,3060
19/11/2019 10:00:00,1.10685,1.10708,1.10656,1.10692,2452
19/11/2019 11:00:00,1.1069,1.10777,1.10687,1.10776,2002
19/11/2019 12:00:00,1.10775,1.108,1.10734,1.10748,2076
19/11/2019 13:00:00,1.1075,1.10816,1.1075,1.10776,2788
19/11/2019 14:00:00,1.10774,1.1083,1.10722,1.1074,3288
19/11/2019 15:00:00,1.10734,1.1084,1.10723,1.10806,3580
19/11/2019 16:00:00,1.10808,1.1083,1.1074,1.1074,3295
19/11/2019 17:00:00,1.10742,1.10826,1.10742,1.10805,2435
19/11/2019 18:00:00,1.10806,1.1083,1.10782,1.10829,1860
19/11/2019 19:00:00,1.1083,1.1083,1.10762,1.10787,1411
19/11/2019 20:00:00,1.10784,1.10806,1.10761,1.10774,1080
19/11/2019 21:00:00,1.10773,1.10791,1.10761,1.10783,797
19/11/2019 22:00:00,1.10775,1.10799,1.10767,1.10781,992
19/11/2019 23:00:00,1.10782,1.10791,1.1077,1.10782,1424
20/11/2019 00:00:00,1.10783,1.10797,1.10768,1.10788,1553
20/11/2019 01:00:00,1.10786,1.10797,1.10704,1.10724,2204
20/11/2019 02:00:00,1.10725,1.10774,1.10702,1.10752,1555
20/11/2019 03:00:00,1.10751,1.10754,1.10728,1.10742,872
20/11/2019 04:00:00,1.1074,1.10744,1.10731,1.10733,467
20/11/2019 05:00:00,1.10732,1.10754,1.1072,1.10742,687
20/11/2019 06:00:00,1.10743,1.10743,1.107,1.10702,713
20/11/2019 07:00:00,1.10703,1.10726,1.10662,1.10689,2850
20/11/2019 08:00:00,1.10688,1.10688,1.1056,1.106,4199
20/11/2019 09:00:00,1.10599,1.10664,1.10574,1.10638,3594
20/11/2019 10:00:00,1.10636,1.10689,1.10628,1.10662,2705
20/11/2019 11:00:00,1.10661,1.10664,1.10565,1.10568,3210
20/11/2019 12:00:00,1.10567,1.10614,1.10553,1.10568,2496
20/11/2019 13:00:00,1.10569,1.10644,1.1053,1.10639,2696
20/11/2019 14:00:00,1.1064,1.10798,1.10581,1.10786,4258
20/11/2019 15:00:00,1.10787,1.10814,1.10652,1.10658,4577
20/11/2019 16:00:00,1.10657,1.10698,1.1061,1.10634,4075
20/11/2019 17:00:00,1.10631,1.10694,1.10609,1.10668,2737
20/11/2019 18:00:00,1.10666,1.1073,1.1063,1.10684,4287
20/11/2019 19:00:00,1.10685,1.10727,1.10664,1.10702,3536
20/11/2019 20:00:00,1.107,1.10743,1.10696,1.10734,2142
20/11/2019 21:00:00,1.10733,1.1075,1.10714,1.10725,851
20/11/2019 22:00:00,1.10732,1.10776,1.10725,1.10759,940
20/11/2019 23:00:00,1.10757,1.10794,1.10756,1.1078,898
21/11/2019 00:00:00,1.10781,1.10794,1.10756,1.10757,1456
21/11/2019 01:00:00,1.10756,1.10782,1.10756,1.10773,1678
21/11/2019 02:00:00,1.10772,1.10788,1.1075,1.10785,2247
21/11/2019 03:00:00,1.10784,1.10785,1.10749,1.10756,984
21/11/2019 04:00:00,1.10755,1.10759,1.10742,1.10751,665
21/11/2019 05:00:00,1.10752,1.10779,1.1075,1.1076,776
21/11/2019 06:00:00,1.10759,1.10776,1.10729,1.10746,781
21/11/2019 07:00:00,1.10745,1.10754,1.10708,1.10728,2973
21/11/2019 08:00:00,1.10729,1.10866,1.10729,1.10862,4226
21/11/2019 09:00:00,1.10864,1.1089,1.10818,1.10864,3577
21/11/2019 10:00:00,1.10866,1.10873,1.10802,1.10816,3516
21/11/2019 11:00:00,1.10817,1.10885,1.10802,1.10854,2656
21/11/2019 12:00:00,1.10855,1.10928,1.10828,1.10908,2915
21/11/2019 13:00:00,1.1091,1.1097,1.10755,1.1076,4893
21/11/2019 14:00:00,1.10758,1.10812,1.10716,1.10808,4678
21/11/2019 15:00:00,1.10809,1.10824,1.10634,1.1076,5487
21/11/2019 16:00:00,1.10762,1.10776,1.10644,1.10668,3715
21/11/2019 17:00:00,1.10667,1.10674,1.10607,1.10626,2125
21/11/2019 18:00:00,1.10627,1.10629,1.10571,1.10588,1935
21/11/2019 19:00:00,1.10587,1.10608,1.10523,1.10588,1992
21/11/2019 20:00:00,1.10589,1.10592,1.10548,1.1057,1403
21/11/2019 21:00:00,1.10574,1.10617,1.10573,1.10588,996
21/11/2019 22:00:00,1.10585,1.1063,1.10539,1.10623,1178
21/11/2019 23:00:00,1.10621,1.10659,1.10608,1.10657,732
22/11/2019 00:00:00,1.10656,1.1066,1.10626,1.10626,1127
22/11/2019 01:00:00,1.10627,1.1065,1.10616,1.10642,1432
22/11/2019 02:00:00,1.10642,1.10652,1.10618,1.10636,715
22/11/2019 03:00:00,1.10637,1.1064,1.1062,1.10636,645
22/11/2019 04:00:00,1.10638,1.10639,1.1063,1.10636,394
22/11/2019 05:00:00,1.10637,1.10673,1.10636,1.10662,502
22/11/2019 06:00:00,1.10664,1.10724,1.10662,1.10705,1219
22/11/2019 07:00:00,1.10702,1.10726,1.10626,1.10652,2840
22/11/2019 08:00:00,1.10653,1.10875,1.10587,1.10706,7141
22/11/2019 09:00:00,1.10704,1.10706,1.10471,1.10608,7420
22/11/2019 10:00:00,1.10611,1.10634,1.10567,1.10568,2582
22/11/2019 11:00:00,1.10567,1.1065,1.10514,1.10648,3159
22/11/2019 12:00:00,1.10647,1.10677,1.10541,1.10558,3070
22/11/2019 13:00:00,1.10557,1.10613,1.10514,1.10582,3451
22/11/2019 14:00:00,1.10583,1.10599,1.10432,1.10464,4023
22/11/2019 15:00:00,1.10463,1.10463,1.1031,1.10344,5040
22/11/2019 16:00:00,1.10343,1.10352,1.10272,1.10281,3828
22/11/2019 17:00:00,1.10282,1.10312,1.10224,1.10238,2065
22/11/2019 18:00:00,1.10237,1.10271,1.10236,1.10271,1707
22/11/2019 19:00:00,1.1027,1.10292,1.10146,1.10203,2349
22/11/2019 20:00:00,1.102,1.1023,1.10188,1.10228,1463
22/11/2019 21:00:00,1.10229,1.10231,1.10162,1.10182,1310
24/11/2019 22:00:00,1.10152,1.10221,1.10152,1.10219,1411
24/11/2019 23:00:00,1.10219,1.10226,1.10202,1.10226,995
25/11/2019 00:00:00,1.10228,1.10238,1.102,1.1023,1275
25/11/2019 01:00:00,1.10231,1.10248,1.10216,1.10234,1454
25/11/2019 02:00:00,1.10236,1.10262,1.10222,1.10238,1130
25/11/2019 03:00:00,1.10237,1.10238,1.10186,1.10196,894
25/11/2019 04:00:00,1.10197,1.10222,1.10196,1.10222,786
25/11/2019 05:00:00,1.10218,1.10301,1.1021,1.10293,1689
25/11/2019 06:00:00,1.10291,1.10292,1.10241,1.10261,1778
25/11/2019 07:00:00,1.10258,1.10316,1.10228,1.10298,3072
25/11/2019 08:00:00,1.10299,1.10322,1.10231,1.10236,3724
25/11/2019 09:00:00,1.10232,1.10275,1.10104,1.10134,3767
25/11/2019 10:00:00,1.10133,1.10156,1.10116,1.10132,2126
25/11/2019 11:00:00,1.1013,1.1016,1.10106,1.10152,1503
25/11/2019 12:00:00,1.10154,1.10162,1.10106,1.10128,2272
25/11/2019 13:00:00,1.10126,1.10187,1.10054,1.10166,3352
25/11/2019 14:00:00,1.10167,1.1021,1.10036,1.10209,5136
25/11/2019 15:00:00,1.10208,1.10249,1.10106,1.10116,3991
25/11/2019 16:00:00,1.10114,1.10142,1.10059,1.10086,3489
25/11/2019 17:00:00,1.10084,1.10127,1.10056,1.10056,2051
25/11/2019 18:00:00,1.10058,1.10098,1.10046,1.10079,1972
25/11/2019 19:00:00,1.10077,1.10102,1.10066,1.10091,1056
25/11/2019 20:00:00,1.1009,1.10134,1.10086,1.10106,1887
25/11/2019 21:00:00,1.10104,1.10119,1.10086,1.10117,676
25/11/2019 22:00:00,1.1013,1.10152,1.1008,1.10135,1255
25/11/2019 23:00:00,1.10135,1.10139,1.10098,1.10105,1045
26/11/2019 00:00:00,1.10106,1.10121,1.10082,1.1009,1035
26/11/2019 01:00:00,1.10091,1.10122,1.10072,1.10122,2131
26/11/2019 02:00:00,1.10123,1.10123,1.10089,1.10096,1332
26/11/2019 03:00:00,1.10099,1.10166,1.10096,1.10137,1432
26/11/2019 04:00:00,1.10138,1.10152,1.10132,1.10142,940
26/11/2019 05:00:00,1.10141,1.1015,1.10118,1.10148,896
26/11/2019 06:00:00,1.1015,1.10169,1.10134,1.1014,870
26/11/2019 07:00:00,1.10143,1.10168,1.10114,1.10156,2626
26/11/2019 08:00:00,1.10152,1.10181,1.10122,1.10179,3969
26/11/2019 09:00:00,1.10178,1.10199,1.10112,1.10142,3798
26/11/2019 10:00:00,1.10143,1.10209,1.10136,1.10172,2456
26/11/2019 11:00:00,1.10171,1.10182,1.10136,1.10172,2302
26/11/2019 12:00:00,1.10171,1.10215,1.1015,1.10194,2550
26/11/2019 13:00:00,1.10196,1.10248,1.1016,1.10173,3098
26/11/2019 14:00:00,1.10174,1.10202,1.10084,1.10116,4212
26/11/2019 15:00:00,1.10114,1.10186,1.10073,1.10118,4320
26/11/2019 16:00:00,1.10122,1.10188,1.10114,1.10117,3679
26/11/2019 17:00:00,1.10118,1.1022,1.10114,1.10201,2369
26/11/2019 18:00:00,1.10202,1.10228,1.10174,1.10226,1706
26/11/2019 19:00:00,1.10226,1.10228,1.10194,1.10221,1391
26/11/2019 20:00:00,1.10224,1.10242,1.10209,1.1024,1520
26/11/2019 21:00:00,1.10238,1.10255,1.10216,1.1022,851
26/11/2019 22:00:00,1.10203,1.10245,1.10203,1.10231,866
26/11/2019 23:00:00,1.1023,1.10234,1.1021,1.1022,736
27/11/2019 00:00:00,1.1022,1.10222,1.10164,1.10178,1478
27/11/2019 01:00:00,1.10179,1.10193,1.10152,1.10162,1254
27/11/2019 02:00:00,1.1016,1.10168,1.10135,1.10166,644
27/11/2019 03:00:00,1.10164,1.1018,1.10142,1.10146,750
27/11/2019 04:00:00,1.10145,1.10145,1.10106,1.10124,904
27/11/2019 05:00:00,1.10122,1.10122,1.10082,1.10095,716
27/11/2019 06:00:00,1.10094,1.10119,1.1008,1.10118,1107
27/11/2019 07:00:00,1.10119,1.1014,1.10076,1.10078,2058
27/11/2019 08:00:00,1.10074,1.10113,1.10028,1.10082,3421
27/11/2019 09:00:00,1.10084,1.10108,1.10036,1.10092,2922
27/11/2019 10:00:00,1.10093,1.101,1.10032,1.10048,2684
27/11/2019 11:00:00,1.10049,1.10112,1.10049,1.10086,2558
27/11/2019 12:00:00,1.10085,1.1011,1.1004,1.10094,2104
27/11/2019 13:00:00,1.10093,1.10134,1.09985,1.10022,4586
27/11/2019 14:00:00,1.10021,1.10022,1.09924,1.09956,4521
27/11/2019 15:00:00,1.09955,1.10058,1.09955,1.09988,4358
27/11/2019 16:00:00,1.09987,1.10026,1.09932,1.10014,3975
27/11/2019 17:00:00,1.10013,1.10034,1.09998,1.10001,1899
27/11/2019 18:00:00,1.10001,1.10048,1.0997,1.1001,2361
27/11/2019 19:00:00,1.10009,1.10074,1.10007,1.10044,2019
27/11/2019 20:00:00,1.10046,1.10047,1.09984,1.10012,1738
27/11/2019 21:00:00,1.1001,1.10018,1.09978,1.09988,1167
27/11/2019 22:00:00,1.10024,1.10105,1.10006,1.10052,1526
27/11/2019 23:00:00,1.10052,1.10061,1.10036,1.10049,973
28/11/2019 00:00:00,1.1005,1.1007,1.10034,1.10066,1428
28/11/2019 01:00:00,1.10067,1.1008,1.10038,1.10072,950
28/11/2019 02:00:00,1.10076,1.10078,1.10057,1.10072,918
28/11/2019 03:00:00,1.10066,1.1007,1.10046,1.10052,485
28/11/2019 04:00:00,1.1005,1.10066,1.10041,1.10064,386
28/11/2019 05:00:00,1.10065,1.10082,1.10061,1.10069,608
28/11/2019 06:00:00,1.1007,1.10097,1.10055,1.10078,930
28/11/2019 07:00:00,1.10075,1.10126,1.10056,1.10115,2273
28/11/2019 08:00:00,1.10116,1.10171,1.10083,1.10159,2727
28/11/2019 09:00:00,1.1016,1.10178,1.10126,1.10138,2004
28/11/2019 10:00:00,1.10139,1.10154,1.101,1.10112,1795
28/11/2019 11:00:00,1.1011,1.10124,1.10018,1.10022,3106
28/11/2019 12:00:00,1.10024,1.10052,1.10004,1.10036,2148
28/11/2019 13:00:00,1.10034,1.10092,1.10022,1.10082,2000
28/11/2019 14:00:00,1.1008,1.10086,1.1004,1.10057,1430
28/11/2019 15:00:00,1.10056,1.10064,1.10021,1.10062,1343
28/11/2019 16:00:00,1.10061,1.10088,1.10046,1.10062,1136
28/11/2019 17:00:00,1.10062,1.10101,1.10061,1.1008,1091
28/11/2019 18:00:00,1.10078,1.10088,1.10064,1.10088,918
28/11/2019 19:00:00,1.10087,1.1009,1.10066,1.10088,706
28/11/2019 20:00:00,1.1009,1.10109,1.1008,1.10086,2066
28/11/2019 21:00:00,1.10084,1.10099,1.10073,1.10073,2376
28/11/2019 22:00:00,1.10073,1.10122,1.10067,1.10103,625
28/11/2019 23:00:00,1.10102,1.10125,1.10094,1.10114,538
29/11/2019 00:00:00,1.1011,1.1012,1.10082,1.10104,736
29/11/2019 01:00:00,1.10105,1.10124,1.101,1.10116,1027
29/11/2019 02:00:00,1.10117,1.10128,1.10101,1.10102,936
