,Ask,Bid,BrokerName,Creation Time,Current Time,DR,Protocol,Symbol,Terminal,Terminal Time,TypeBroker,X,Y,Z
5540,1.10908,1.10904,MetaQuotes Software Corp.,2019-12-03 17:07:42.027000,2019-12-03 17:08:12.203882,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:42.264000,MM,237.0,29939.882,30176.882
5541,1.10907,1.10904,Dom Maklerski mBanku,2019-12-03 17:07:42.806000,2019-12-03 17:08:12.233882,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:42.806000,MM,0.0,29427.882,29427.882
5542,1.10914,1.10898,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:07:44.577000,2019-12-03 17:08:12.265882,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:44.577000,MM,0.0,27688.882,27688.882
5543,1.10909,1.10899,International Capital Markets Pty Ltd.,2019-12-03 17:07:41.048000,2019-12-03 17:08:12.297882,,ZMQ,EURUSD,MT4,2019-12-03 17:07:41.048000,,0.0,31249.882,31249.882
5544,1.10917,1.10895,"B.I.C. Markets Co., Ltd.",2019-12-03 17:07:46.234000,2019-12-03 17:08:12.326881,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:46.234000,MM,0.0,26092.881,26092.881
5545,1.10908,1.10904,MetaQuotes Software Corp.,2019-12-03 17:07:42.132000,2019-12-03 17:08:12.358882,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:42.369000,MM,237.0,29989.882,30226.882
5546,1.10907,1.10904,Dom Maklerski mBanku,2019-12-03 17:07:42.921000,2019-12-03 17:08:12.391883,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:42.921000,MM,0.0,29470.883,29470.883
5547,1.10914,1.10898,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:07:44.682000,2019-12-03 17:08:12.421883,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:44.682000,MM,0.0,27739.883,27739.883
5548,1.10909,1.10899,International Capital Markets Pty Ltd.,2019-12-03 17:07:41.150000,2019-12-03 17:08:12.453881,,ZMQ,EURUSD,MT4,2019-12-03 17:07:41.150000,,0.0,31303.881,31303.881
5549,1.10917,1.10895,"B.I.C. Markets Co., Ltd.",2019-12-03 17:07:46.353000,2019-12-03 17:08:12.485882,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:46.353000,MM,0.0,26132.882,26132.882
5550,1.10908,1.10904,MetaQuotes Software Corp.,2019-12-03 17:07:42.242000,2019-12-03 17:08:12.517883,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:42.479000,MM,237.0,30038.883,30275.883
5551,1.10907,1.10904,Dom Maklerski mBanku,2019-12-03 17:07:43.043000,2019-12-03 17:08:12.551882,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:43.043000,MM,0.0,29508.882,29508.882
5552,1.10914,1.10898,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:07:44.792000,2019-12-03 17:08:12.584882,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:44.792000,MM,0.0,27792.882,27792.882
5553,1.10909,1.10899,International Capital Markets Pty Ltd.,2019-12-03 17:07:41.260000,2019-12-03 17:08:12.618883,,ZMQ,EURUSD,MT4,2019-12-03 17:07:41.260000,,0.0,31358.883,31358.883
5554,1.10917,1.10895,"B.I.C. Markets Co., Ltd.",2019-12-03 17:07:46.446000,2019-12-03 17:08:12.656883,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:46.446000,MM,0.0,26210.883,26210.883
5555,1.10908,1.10904,MetaQuotes Software Corp.,2019-12-03 17:07:42.369000,2019-12-03 17:08:12.696883,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:42.606000,MM,237.0,30090.883,30327.883
5556,1.10907,1.10904,Dom Maklerski mBanku,2019-12-03 17:07:43.135000,2019-12-03 17:08:12.731882,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:43.135000,MM,0.0,29596.882,29596.882
5557,1.10914,1.10898,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:07:44.902000,2019-12-03 17:08:12.762881,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:44.902000,MM,0.0,27860.881,27860.881
5558,1.10911,1.10901,International Capital Markets Pty Ltd.,2019-12-03 17:07:41.313000,2019-12-03 17:08:12.792882,,ZMQ,EURUSD,MT4,2019-12-03 17:07:41.313000,,0.0,31479.882,31479.882
5559,1.10917,1.10895,"B.I.C. Markets Co., Ltd.",2019-12-03 17:07:46.561000,2019-12-03 17:08:12.821882,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:46.561000,MM,0.0,26260.882,26260.882
5560,1.10908,1.10904,MetaQuotes Software Corp.,2019-12-03 17:07:42.464000,2019-12-03 17:08:12.852882,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:42.701000,MM,237.0,30151.882,30388.882
5561,1.10907,1.10904,Dom Maklerski mBanku,2019-12-03 17:07:43.248000,2019-12-03 17:08:12.884882,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:43.248000,MM,0.0,29636.882,29636.882
5562,1.10914,1.10898,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:07:45.020000,2019-12-03 17:08:12.914882,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:45.020000,MM,0.0,27894.882,27894.882
5563,1.10911,1.10901,International Capital Markets Pty Ltd.,2019-12-03 17:07:41.374000,2019-12-03 17:08:12.946881,,ZMQ,EURUSD,MT4,2019-12-03 17:07:41.374000,,0.0,31572.881,31572.881
5564,1.10917,1.10895,"B.I.C. Markets Co., Ltd.",2019-12-03 17:07:46.671000,2019-12-03 17:08:12.975882,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:46.671000,MM,0.0,26304.882,26304.882
5565,1.10908,1.10904,MetaQuotes Software Corp.,2019-12-03 17:07:42.569000,2019-12-03 17:08:13.006882,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:42.806000,MM,237.0,30200.882,30437.882
5566,1.10907,1.10904,Dom Maklerski mBanku,2019-12-03 17:07:43.353000,2019-12-03 17:08:13.037882,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:43.353000,MM,0.0,29684.882,29684.882
5567,1.10914,1.10898,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:07:45.123000,2019-12-03 17:08:13.071882,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:45.123000,MM,0.0,27948.882,27948.882
5568,1.10911,1.10901,International Capital Markets Pty Ltd.,2019-12-03 17:07:41.483000,2019-12-03 17:08:13.105883,,ZMQ,EURUSD,MT4,2019-12-03 17:07:41.483000,,0.0,31622.883,31622.883
5569,1.10917,1.10895,"B.I.C. Markets Co., Ltd.",2019-12-03 17:07:46.776000,2019-12-03 17:08:13.139881,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:46.776000,MM,0.0,26363.881,26363.881
5570,1.10908,1.10904,MetaQuotes Software Corp.,2019-12-03 17:07:42.684000,2019-12-03 17:08:13.175881,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:42.921000,MM,237.0,30254.881,30491.881
5571,1.10907,1.10904,Dom Maklerski mBanku,2019-12-03 17:07:43.463000,2019-12-03 17:08:13.208883,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:43.463000,MM,0.0,29745.883,29745.883
5572,1.10914,1.10898,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:07:45.228000,2019-12-03 17:08:13.248881,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:45.228000,MM,0.0,28020.881,28020.881
5573,1.10911,1.10901,International Capital Markets Pty Ltd.,2019-12-03 17:07:41.590000,2019-12-03 17:08:13.284881,,ZMQ,EURUSD,MT4,2019-12-03 17:07:41.590000,,0.0,31694.881,31694.881
5574,1.10917,1.10895,"B.I.C. Markets Co., Ltd.",2019-12-03 17:07:46.887000,2019-12-03 17:08:13.314882,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:46.887000,MM,0.0,26427.882,26427.882
5575,1.10908,1.10904,MetaQuotes Software Corp.,2019-12-03 17:07:42.792000,2019-12-03 17:08:13.348882,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:43.029000,MM,237.0,30319.882,30556.882
5576,1.10907,1.10904,Dom Maklerski mBanku,2019-12-03 17:07:43.573000,2019-12-03 17:08:13.380883,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:43.573000,MM,0.0,29807.883,29807.883
5577,1.10914,1.10898,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:07:45.341000,2019-12-03 17:08:13.413881,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:45.341000,MM,0.0,28072.881,28072.881
5578,1.10911,1.10901,International Capital Markets Pty Ltd.,2019-12-03 17:07:41.697000,2019-12-03 17:08:13.444882,,ZMQ,EURUSD,MT4,2019-12-03 17:07:41.697000,,0.0,31747.882,31747.882
5579,1.10917,1.10895,"B.I.C. Markets Co., Ltd.",2019-12-03 17:07:46.995000,2019-12-03 17:08:13.475882,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:46.995000,MM,0.0,26480.882,26480.882
5580,1.10908,1.10904,MetaQuotes Software Corp.,2019-12-03 17:07:42.898000,2019-12-03 17:08:13.507881,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:43.135000,MM,237.0,30372.881,30609.881
5581,1.10907,1.10904,Dom Maklerski mBanku,2019-12-03 17:07:43.685000,2019-12-03 17:08:13.537880,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:43.685000,MM,0.0,29852.88,29852.88
5582,1.10914,1.10898,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:07:45.460000,2019-12-03 17:08:13.567881,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:45.460000,MM,0.0,28107.881,28107.881
5583,1.10911,1.10901,International Capital Markets Pty Ltd.,2019-12-03 17:07:41.808000,2019-12-03 17:08:13.601882,,ZMQ,EURUSD,MT4,2019-12-03 17:07:41.808000,,0.0,31793.882,31793.882
5584,1.10917,1.10895,"B.I.C. Markets Co., Ltd.",2019-12-03 17:07:47.103000,2019-12-03 17:08:13.631881,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:47.103000,MM,0.0,26528.881,26528.881
5585,1.10908,1.10904,MetaQuotes Software Corp.,2019-12-03 17:07:43.011000,2019-12-03 17:08:13.662881,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:43.248000,MM,237.0,30414.881,30651.881
5586,1.10907,1.10904,Dom Maklerski mBanku,2019-12-03 17:07:43.791000,2019-12-03 17:08:13.693882,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:43.791000,MM,0.0,29902.882,29902.882
5587,1.10914,1.10898,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:07:45.556000,2019-12-03 17:08:13.725882,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:45.556000,MM,0.0,28169.882,28169.882
5588,1.10911,1.10901,International Capital Markets Pty Ltd.,2019-12-03 17:07:41.915000,2019-12-03 17:08:13.757882,,ZMQ,EURUSD,MT4,2019-12-03 17:07:41.915000,,0.0,31842.882,31842.882
5589,1.10917,1.10895,"B.I.C. Markets Co., Ltd.",2019-12-03 17:07:47.213000,2019-12-03 17:08:13.787880,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:47.213000,MM,0.0,26574.88,26574.88
5590,1.10908,1.10904,MetaQuotes Software Corp.,2019-12-03 17:07:43.116000,2019-12-03 17:08:13.819883,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:43.353000,MM,237.0,30466.883,30703.883
5591,1.10907,1.10904,Dom Maklerski mBanku,2019-12-03 17:07:43.900000,2019-12-03 17:08:13.850880,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:43.900000,MM,0.0,29950.88,29950.88
5592,1.10914,1.10898,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:07:45.665000,2019-12-03 17:08:13.881882,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:45.665000,MM,0.0,28216.882,28216.882
5593,1.10911,1.10901,International Capital Markets Pty Ltd.,2019-12-03 17:07:42.026000,2019-12-03 17:08:13.912883,,ZMQ,EURUSD,MT4,2019-12-03 17:07:42.026000,,0.0,31886.883,31886.883
5594,1.10917,1.10895,"B.I.C. Markets Co., Ltd.",2019-12-03 17:07:47.325000,2019-12-03 17:08:13.941882,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:47.325000,MM,0.0,26616.882,26616.882
5595,1.10908,1.10904,MetaQuotes Software Corp.,2019-12-03 17:07:43.226000,2019-12-03 17:08:13.972882,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:43.463000,MM,237.0,30509.882,30746.882
5596,1.10907,1.10904,Dom Maklerski mBanku,2019-12-03 17:07:44.011000,2019-12-03 17:08:14.004882,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:44.011000,MM,0.0,29993.882,29993.882
5597,1.10914,1.10898,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:07:45.777000,2019-12-03 17:08:14.035882,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:45.777000,MM,0.0,28258.882,28258.882
5598,1.10911,1.10901,International Capital Markets Pty Ltd.,2019-12-03 17:07:42.138000,2019-12-03 17:08:14.067881,,ZMQ,EURUSD,MT4,2019-12-03 17:07:42.138000,,0.0,31929.881,31929.881
5599,1.10917,1.10895,"B.I.C. Markets Co., Ltd.",2019-12-03 17:07:47.434000,2019-12-03 17:08:14.099882,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:47.434000,MM,0.0,26665.882,26665.882
5600,1.10908,1.10904,MetaQuotes Software Corp.,2019-12-03 17:07:43.334000,2019-12-03 17:08:14.201883,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:43.571000,MM,237.0,30630.883,30867.883
5601,1.10907,1.10904,Dom Maklerski mBanku,2019-12-03 17:07:44.118000,2019-12-03 17:08:14.232880,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:44.118000,MM,0.0,30114.88,30114.88
5602,1.10914,1.10898,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:07:45.885000,2019-12-03 17:08:14.263882,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:45.885000,MM,0.0,28378.882,28378.882
5603,1.10911,1.10901,International Capital Markets Pty Ltd.,2019-12-03 17:07:42.252000,2019-12-03 17:08:14.295882,,ZMQ,EURUSD,MT4,2019-12-03 17:07:42.252000,,0.0,32043.882,32043.882
5604,1.10917,1.10895,"B.I.C. Markets Co., Ltd.",2019-12-03 17:07:47.541000,2019-12-03 17:08:14.327882,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:47.541000,MM,0.0,26786.882,26786.882
5605,1.10908,1.10904,MetaQuotes Software Corp.,2019-12-03 17:07:43.448000,2019-12-03 17:08:14.359882,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:43.685000,MM,237.0,30674.882,30911.882
5606,1.10907,1.10904,Dom Maklerski mBanku,2019-12-03 17:07:44.233000,2019-12-03 17:08:14.389881,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:44.233000,MM,0.0,30156.881,30156.881
5607,1.10914,1.10898,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:07:45.998000,2019-12-03 17:08:14.419882,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:45.998000,MM,0.0,28421.882,28421.882
5608,1.10911,1.10901,International Capital Markets Pty Ltd.,2019-12-03 17:07:42.357000,2019-12-03 17:08:14.450882,,ZMQ,EURUSD,MT4,2019-12-03 17:07:42.357000,,0.0,32093.882,32093.882
5609,1.10917,1.10895,"B.I.C. Markets Co., Ltd.",2019-12-03 17:07:47.652000,2019-12-03 17:08:14.481885,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:47.652000,MM,0.0,26829.885,26829.885
5610,1.10908,1.10904,MetaQuotes Software Corp.,2019-12-03 17:07:43.554000,2019-12-03 17:08:14.514882,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:43.791000,MM,237.0,30723.882,30960.882
5611,1.10907,1.10904,Dom Maklerski mBanku,2019-12-03 17:07:44.341000,2019-12-03 17:08:14.545882,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:44.341000,MM,0.0,30204.882,30204.882
5612,1.10914,1.10898,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:07:46.103000,2019-12-03 17:08:14.576883,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:46.103000,MM,0.0,28473.883,28473.883
5613,1.10911,1.10901,International Capital Markets Pty Ltd.,2019-12-03 17:07:42.475000,2019-12-03 17:08:14.613882,,ZMQ,EURUSD,MT4,2019-12-03 17:07:42.475000,,0.0,32138.882,32138.882
5614,1.10917,1.10895,"B.I.C. Markets Co., Ltd.",2019-12-03 17:07:47.770000,2019-12-03 17:08:14.642881,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:47.770000,MM,0.0,26872.881,26872.881
5615,1.10908,1.10904,MetaQuotes Software Corp.,2019-12-03 17:07:43.662000,2019-12-03 17:08:14.674881,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:43.899000,MM,237.0,30775.881,31012.881
5616,1.10907,1.10904,Dom Maklerski mBanku,2019-12-03 17:07:44.447000,2019-12-03 17:08:14.707881,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:44.447000,MM,0.0,30260.881,30260.881
5617,1.10914,1.10898,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:07:46.214000,2019-12-03 17:08:14.739882,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:46.214000,MM,0.0,28525.882,28525.882
5618,1.10911,1.10901,International Capital Markets Pty Ltd.,2019-12-03 17:07:42.572000,2019-12-03 17:08:14.772882,,ZMQ,EURUSD,MT4,2019-12-03 17:07:42.572000,,0.0,32200.882,32200.882
5619,1.10917,1.10895,"B.I.C. Markets Co., Ltd.",2019-12-03 17:07:47.869000,2019-12-03 17:08:14.804882,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:47.869000,MM,0.0,26935.882,26935.882
5620,1.10908,1.10904,MetaQuotes Software Corp.,2019-12-03 17:07:43.782000,2019-12-03 17:08:14.838883,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:44.019000,MM,237.0,30819.883,31056.883
5621,1.10907,1.10904,Dom Maklerski mBanku,2019-12-03 17:07:44.561000,2019-12-03 17:08:14.871881,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:44.561000,MM,0.0,30310.881,30310.881
5622,1.10914,1.10898,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:07:46.321000,2019-12-03 17:08:14.906882,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:46.321000,MM,0.0,28585.882,28585.882
5623,1.10911,1.10901,International Capital Markets Pty Ltd.,2019-12-03 17:07:42.685000,2019-12-03 17:08:14.938882,,ZMQ,EURUSD,MT4,2019-12-03 17:07:42.685000,,0.0,32253.882,32253.882
5624,1.10917,1.10895,"B.I.C. Markets Co., Ltd.",2019-12-03 17:07:47.981000,2019-12-03 17:08:14.968883,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:47.981000,MM,0.0,26987.883,26987.883
5625,1.10908,1.10904,MetaQuotes Software Corp.,2019-12-03 17:07:43.881000,2019-12-03 17:08:15.000882,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:44.118000,MM,237.0,30882.882,31119.882
5626,1.10907,1.10904,Dom Maklerski mBanku,2019-12-03 17:07:44.668000,2019-12-03 17:08:15.031883,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:44.668000,MM,0.0,30363.883,30363.883
5627,1.10914,1.10898,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:07:46.436000,2019-12-03 17:08:15.062884,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:46.436000,MM,0.0,28626.884,28626.884
5628,1.10911,1.10901,International Capital Markets Pty Ltd.,2019-12-03 17:07:42.790000,2019-12-03 17:08:15.094883,,ZMQ,EURUSD,MT4,2019-12-03 17:07:42.790000,,0.0,32304.883,32304.883
5629,1.10917,1.10895,"B.I.C. Markets Co., Ltd.",2019-12-03 17:07:48.092000,2019-12-03 17:08:15.125882,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:48.092000,MM,0.0,27033.882,27033.882
5630,1.10908,1.10904,MetaQuotes Software Corp.,2019-12-03 17:07:43.996000,2019-12-03 17:08:15.156881,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:44.233000,MM,237.0,30923.881,31160.881
5631,1.10907,1.10904,Dom Maklerski mBanku,2019-12-03 17:07:44.789000,2019-12-03 17:08:15.191884,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:44.789000,MM,0.0,30402.884,30402.884
5632,1.10914,1.10898,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:07:46.542000,2019-12-03 17:08:15.225884,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:46.542000,MM,0.0,28683.884,28683.884
5633,1.10911,1.10901,International Capital Markets Pty Ltd.,2019-12-03 17:07:42.902000,2019-12-03 17:08:15.256882,,ZMQ,EURUSD,MT4,2019-12-03 17:07:42.902000,,0.0,32354.882,32354.882
5634,1.10917,1.10895,"B.I.C. Markets Co., Ltd.",2019-12-03 17:07:48.196000,2019-12-03 17:08:15.286884,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:48.196000,MM,0.0,27090.884,27090.884
5635,1.10908,1.10904,MetaQuotes Software Corp.,2019-12-03 17:07:44.104000,2019-12-03 17:08:15.317883,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:44.341000,MM,237.0,30976.883,31213.883
5636,1.10907,1.10904,Dom Maklerski mBanku,2019-12-03 17:07:44.887000,2019-12-03 17:08:15.350881,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:44.887000,MM,0.0,30463.881,30463.881
5637,1.10914,1.10898,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:07:46.656000,2019-12-03 17:08:15.384882,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:46.656000,MM,0.0,28728.882,28728.882
5638,1.10911,1.10901,International Capital Markets Pty Ltd.,2019-12-03 17:07:43.014000,2019-12-03 17:08:15.421881,,ZMQ,EURUSD,MT4,2019-12-03 17:07:43.014000,,0.0,32407.881,32407.881
5639,1.10917,1.10895,"B.I.C. Markets Co., Ltd.",2019-12-03 17:07:48.310000,2019-12-03 17:08:15.452883,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:48.310000,MM,0.0,27142.883,27142.883
5640,1.10907,1.10904,MetaQuotes Software Corp.,2019-12-03 17:07:44.158000,2019-12-03 17:08:15.489884,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:44.395000,MM,237.0,31094.884,31331.884
5641,1.10907,1.10904,Dom Maklerski mBanku,2019-12-03 17:07:44.993000,2019-12-03 17:08:15.523884,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:44.993000,MM,0.0,30530.884,30530.884
5642,1.10914,1.10898,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:07:46.762000,2019-12-03 17:08:15.557883,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:46.762000,MM,0.0,28795.883,28795.883
5643,1.10911,1.10901,International Capital Markets Pty Ltd.,2019-12-03 17:07:43.120000,2019-12-03 17:08:15.591883,,ZMQ,EURUSD,MT4,2019-12-03 17:07:43.120000,,0.0,32471.883,32471.883
5644,1.10917,1.10895,"B.I.C. Markets Co., Ltd.",2019-12-03 17:07:48.419000,2019-12-03 17:08:15.625884,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:48.419000,MM,0.0,27206.884,27206.884
5645,1.10907,1.10904,MetaQuotes Software Corp.,2019-12-03 17:07:44.210000,2019-12-03 17:08:15.662882,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:44.447000,MM,237.0,31215.882,31452.882
5646,1.10907,1.10904,Dom Maklerski mBanku,2019-12-03 17:07:45.103000,2019-12-03 17:08:15.695881,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:45.103000,MM,0.0,30592.881,30592.881
5647,1.10914,1.10898,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:07:46.868000,2019-12-03 17:08:15.731884,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:46.868000,MM,0.0,28863.884,28863.884
5648,1.10911,1.10901,International Capital Markets Pty Ltd.,2019-12-03 17:07:43.234000,2019-12-03 17:08:15.766882,,ZMQ,EURUSD,MT4,2019-12-03 17:07:43.234000,,0.0,32532.882,32532.882
5649,1.10917,1.10895,"B.I.C. Markets Co., Ltd.",2019-12-03 17:07:48.524000,2019-12-03 17:08:15.798883,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:48.524000,MM,0.0,27274.883,27274.883
5650,1.10907,1.10904,MetaQuotes Software Corp.,2019-12-03 17:07:44.324000,2019-12-03 17:08:15.831883,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:44.561000,MM,237.0,31270.883,31507.883
5651,1.10907,1.10904,Dom Maklerski mBanku,2019-12-03 17:07:45.217000,2019-12-03 17:08:15.867881,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:45.217000,MM,0.0,30650.881,30650.881
5652,1.10914,1.10898,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:07:46.982000,2019-12-03 17:08:15.898881,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:46.982000,MM,0.0,28916.881,28916.881
5653,1.10911,1.10901,International Capital Markets Pty Ltd.,2019-12-03 17:07:43.341000,2019-12-03 17:08:15.932881,,ZMQ,EURUSD,MT4,2019-12-03 17:07:43.341000,,0.0,32591.881,32591.881
5654,1.10917,1.10895,"B.I.C. Markets Co., Ltd.",2019-12-03 17:07:48.637000,2019-12-03 17:08:15.962883,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:48.637000,MM,0.0,27325.883,27325.883
5655,1.10907,1.10904,MetaQuotes Software Corp.,2019-12-03 17:07:44.431000,2019-12-03 17:08:15.998882,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:44.668000,MM,237.0,31330.882,31567.882
5656,1.10907,1.10904,Dom Maklerski mBanku,2019-12-03 17:07:45.321000,2019-12-03 17:08:16.031881,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:45.321000,MM,0.0,30710.881,30710.881
5657,1.10914,1.10898,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:07:47.090000,2019-12-03 17:08:16.064883,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:07:47.090000,MM,0.0,28974.883,28974.883
5658,1.10911,1.10901,International Capital Markets Pty Ltd.,2019-12-03 17:07:43.446000,2019-12-03 17:08:16.097881,,ZMQ,EURUSD,MT4,2019-12-03 17:07:43.446000,,0.0,32651.881,32651.881
5659,1.10917,1.10895,"B.I.C. Markets Co., Ltd.",2019-12-03 17:07:48.654000,2019-12-03 17:08:16.127882,DEMO,ZMQ,EURUSD,MT5,2019-12-03 17:07:48.654000,MM,0.0,27473.882,27473.882
